internship_id,title,company,skills,location,category,stipend,duration,education,description
2984,Innovation Product Manager Intern,Khan Academy,"DSA, GCP, Java, C, MySQL, MongoDB, Shell Scripting",Hyderabad,Logistics,79826,12 weeks,Post Graduate,AI Research Intern: Present findings to senior stakeholders and PM leadership.
2985,Salesforce Developer Intern,CRED,"Apex, Visualforce, Salesforce APIs",Coimbatore,SaaS,79042,8 months,Any Postgraduate,"School Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2986,Assessment Platform PM Intern,MakeMyTrip,"Testing, Evaluation, Data Analytics, Report Writing",Mysore,SaaS,67525,3 months,Any Postgraduate,Academic Research PM Intern: Assist in designing delightful user journeys for education and tech.
2987,UI/UX Designer Intern,Udemy,"Figma, Adobe XD, Wireframing, Prototyping, HTML, CSS, Communication",Ahmedabad,Technology,40536,4 months,BCA,"UI/UX Designer Intern: Immerse in a collaborative, diverse and learning environment."
2988,Mobile App Product Intern,Meesho,"DSA, Problem Solving, DSA, Vue.js, HTML, GCP, Java, NLP",Ahmedabad,Consumer Tech,36792,1 year,Any Postgraduate,QA Engineer Intern: Drive initiatives and contribute to roadmap decisions.
2989,Growth Product Manager Intern,Reliance,"Time Management, API Integration, JavaScript, GitHub, DSA",Chennai,EdTech,85269,1 year,Integrated MSc,Entertainment PM Intern: Present findings to senior stakeholders and PM leadership.
2990,Customer Success PM Intern,Salesforce,"SQL, Node.js, AWS, C, Jest, DSA, Problem Solving, TensorFlow",Ahmedabad,Healthcare,99140,3 months,Integrated MSc,"Developer Platform PM Intern: Immerse in a collaborative, diverse and learning environment."
2991,Government PM Intern,WhiteHat Jr,"DSA, ASP.NET, Microservices, Bootstrap, Go, Integration Testing, Python",Chennai,B2B,99519,6 months,Diploma,"React Developer Intern: Learn business strategy, user empathy, and agile execution."
2992,Customer Success PM Intern,Dream11,"REST APIs, DSA, C, AWS, Teamwork",Indore,E-Commerce,89973,5 months,M.Tech,"Payments Product Manager Intern: Learn business strategy, user empathy, and agile execution."
2993,Student Engagement Manager Intern,BYJU’S,"Outreach, Student Success, Analytics, Communication",Hyderabad,Healthcare,38642,5 months,Undergraduate,Backend Developer Intern: Present findings to senior stakeholders and PM leadership.
2994,Travel Product Manager Intern,Udemy,"CSS, C++, Azure, DSA, SQL, DSA, Bootstrap",Mysore,Consumer Tech,81629,8 months,PGDM,"Cloud Product Manager Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2995,Node.js Developer Intern,Swiggy,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Pune,Automotive,31628,2 months,MBA,School Product Manager Intern: Assist in designing delightful user journeys for education and tech.
2996,Virtual Classroom PM Intern,Zomato,"Video Platforms, Collaboration Tools, LMS",Kolkata,Healthcare,89290,4 months,B. Tech,AI Research Intern: Assist in designing delightful user journeys for education and tech.
2997,Digital Product Intern,CRED,"MySQL, DSA, Numerical Methods, Bootstrap, Java, React",Coimbatore,Technology,49960,12 weeks,Any Graduate,API Product Manager Intern: Assist in designing delightful user journeys for education and tech.
2998,E-Commerce PM Intern,Twitter,"Communication, Vue.js, Linux, Python, MongoDB, TensorFlow, DSA, C++",Vizag,SaaS,51351,5 months,Bachelor of Engineering,"Government PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
2999,User Experience PM Intern,WhiteHat Jr,"DSA, React, Teamwork, Scrum, Ruby, Shell Scripting, Python",Mumbai,Media,63048,1 year,Integrated MSc,Learning Experience Designer Intern: Present findings to senior stakeholders and PM leadership.
3000,Cloud Product Manager Intern,Tesla,"ASP.NET, Kanban, Node.js, TypeScript, C++, DSA, TensorFlow",Chandigarh,Healthcare,84404,12 weeks,MBA,Government PM Intern: Build scalable products and solve complex technical challenges.
3001,Education Product Manager Intern,Oracle,"EdTech, Curriculum, Roadmap, Communication",Delhi,Consumer Tech,76322,5 months,Diploma,Fintech PM Intern: Present findings to senior stakeholders and PM leadership.
3002,AI Research Intern,EY,"Python, Deep Learning, NLP, TensorFlow, PyTorch, Git",Mysore,Media,48193,6 months,MBA,Node.js Developer Intern: Drive initiatives and contribute to roadmap decisions.
3003,DevOps Intern,Toppr,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Chennai,SaaS,17236,6 months,Bachelor of Engineering,Technical Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3004,Salesforce Developer Intern,Bharti Airtel,"Apex, Visualforce, Salesforce APIs",Chandigarh,E-Commerce,78788,12 weeks,BCA,Project Coordinator (PM): Build scalable products and solve complex technical challenges.
3005,DevOps Intern,TCS,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Vadodara,Education,31563,3 months,Post Graduate,Marketing Product Manager Intern: Build scalable products and solve complex technical challenges.
3006,Learning Experience Designer Intern,Jio,"UX, Learning Psychology, Blended Learning, Analytics",Gurugram,Logistics,98564,3 months,BBA,Communication PM Intern: Participate in user research and help define next-gen features.
3007,Cloud Engineer Intern,EY,"AWS, Azure, GCP, Kubernetes, Terraform, Python, Git",Delhi,Consulting,78136,6 months,Integrated MSc,"Platform PM Intern: Immerse in a collaborative, diverse and learning environment."
3008,Sustainability Product Manager Intern,Infosys,"TypeScript, Shell Scripting, REST APIs, Pandas, C++, Scrum, Integration Testing, DSA",Nagpur,Education,63998,1 year,PGDM,Cybersecurity Intern: Gain experience working with AI and cutting-edge tech teams.
3009,Agile Product Manager Intern,IBM,"Kubernetes, MATLAB, ASP.NET, Time Management, DSA, Java, Redis",Jaipur,Education,69326,6 months,M.Tech,"Vue.js Developer Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3010,HR Product Manager Intern,Adobe,"SQL, DSA, Agile, API Integration, Selenium, Tailwind CSS, Java, TensorFlow",Noida,SaaS,66910,5 months,Any Postgraduate,Social Impact PM Intern: Work on live projects and impact thousands of users.
3011,Platform Strategy Product Intern,Ola,"Python, Problem Solving, C++, GitHub, DSA",Ahmedabad,Consulting,31504,3 months,PhD,"Healthcare PM Intern: Immerse in a collaborative, diverse and learning environment."
3012,Hardware Engineer Intern,Zomato,"PCB Design, Electronics, Circuit Analysis, C",Jaipur,Data Science,66382,1 year,MCA,"Customer Insights PM Intern: Learn business strategy, user empathy, and agile execution."
3013,Research Product Manager Intern,Salesforce,"JavaScript, DSA, HTML, GitHub, C",Lucknow,SaaS,30539,1 year,PhD,API Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3014,Growth Strategy PM Intern,Accenture,"C++, Sass, Bitbucket, Communication, TypeScript, Node.js, DSA, Spring Boot",Nagpur,EdTech,63589,5 months,B. Tech,Cybersecurity Intern: Work on live projects and impact thousands of users.
3015,Cybersecurity Intern,Siemens,"Network Security, Python, Penetration Testing, Linux, Firewalls, OWASP, Git",Nagpur,Technology,62019,2 months,BA,"Agile Product Manager Intern: Learn business strategy, user empathy, and agile execution."
3016,Cloud Product Manager Intern,EY,"C, Redis, Tailwind CSS, DSA, Teamwork, SQLite, Shell Scripting",Vizag,Logistics,12469,4 months,Diploma,Blockchain Developer Intern: Participate in user research and help define next-gen features.
3017,Angular Developer Intern,PhonePe,"Angular, TypeScript, RxJS, SCSS, API Integration, DSA, Git",Chandigarh,Technology,67650,2 months,B. Tech,"EdTech Platform Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
3018,AI Product Manager Intern,BYJU’S,"CI/CD, Python, DSA, Agile, Shell Scripting",Kolkata,SaaS,53617,1 year,Integrated MSc,DevOps Intern: Build scalable products and solve complex technical challenges.
3019,Node.js Developer Intern,IBM,"Node.js, Express, JavaScript, REST APIs, MongoDB, DSA, Git",Bangalore,E-Commerce,36803,8 months,PhD,IoT Product Manager Intern: Collaborate with top-tier mentors and develop PM skillset.
3020,Virtual Classroom PM Intern,Johnson Controls,"Video Platforms, Collaboration Tools, LMS",Vadodara,E-Commerce,46593,1 year,Post Graduate,"Embedded Systems Intern: Immerse in a collaborative, diverse and learning environment."
3021,Data Engineer Intern,Coursera,"Python, SQL, ETL, Spark, AWS, Data Modeling, Git",Mumbai,Media,89276,1 year,BCA,Business Analyst PM Intern: Assist in designing delightful user journeys for education and tech.
3022,Fintech PM Intern,Microsoft,"Azure, Communication, Kubernetes, Python, C, DSA",Mumbai,Internet,48432,4 months,Integrated MSc,Technical Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3023,HR Product Manager Intern,Coursera,"Django, Bitbucket, Python, Git, DSA",Ahmedabad,Media,49121,4 months,PGDM,Virtual Classroom PM Intern: Work on live projects and impact thousands of users.
3024,Python Developer Intern,SAP,"Python, Flask, Django, Pandas, Numpy, DSA, Git",Bangalore,Hospitality,21466,12 weeks,PhD,Salesforce Developer Intern: Build scalable products and solve complex technical challenges.
3025,Logistics PM Intern,Flipkart,"Keras, Node.js, Tailwind CSS, Integration Testing, C, Sass, R, DSA",Vizag,Technology,27362,5 months,Any Postgraduate,Vue.js Developer Intern: Participate in user research and help define next-gen features.
3026,SEO/SEM Product Manager Intern,Infosys,"ASP.NET, DSA, JavaScript, OOP, R, Express, PyTorch",Kolkata,Hospitality,40669,6 months,Diploma,Web Developer Intern: Work on live projects and impact thousands of users.
3027,Java Developer Intern,Adobe,"Java, Spring Boot, MySQL, REST API, OOP, DSA, Maven, Git",Chandigarh,Data Science,98721,5 months,B. Tech,SaaS Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3028,Gaming Product Manager Intern,KPMG,"Express, Vue.js, API Integration, C, GitHub, DSA, Redis, Ruby",Gurugram,Logistics,90747,1 year,BCA,Technical Product Manager Intern: Participate in user research and help define next-gen features.
3029,Learning Experience Designer Intern,Dell,"UX, Learning Psychology, Blended Learning, Analytics",Indore,Logistics,47954,8 months,M.Tech,Research Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
3030,Learning Experience Designer Intern,SAP,"UX, Learning Psychology, Blended Learning, Analytics",Gurugram,Consumer Tech,74836,4 months,PhD,"React Developer Intern: Immerse in a collaborative, diverse and learning environment."
3031,Assessment Platform PM Intern,Coursera,"Testing, Evaluation, Data Analytics, Report Writing",Kolkata,Education,54886,2 months,Any Graduate,"Cloud Engineer Intern: Learn business strategy, user empathy, and agile execution."
3032,DevOps Intern,Tesla,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Indore,FinTech,83409,12 weeks,B. Tech,Testing Intern: Assist in designing delightful user journeys for education and tech.
3033,Gaming Product Manager Intern,Zerodha,"Algorithms, Python, DSA, OOP, GraphQL",Coimbatore,Automotive,97821,2 months,Any Graduate,Product Management Intern: Work on live projects and impact thousands of users.
3034,Product Management Intern,Ola,"Vue.js, DSA, Bootstrap, C, JavaScript, HTML, Leadership, Jest",Chennai,Education,46620,1 year,Diploma,Operations Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3035,Platform PM Intern,Siemens,"C, Deep Learning, DSA, Angular, AWS",Mysore,E-Commerce,60274,8 months,MBA,Virtual Classroom PM Intern: Build scalable products and solve complex technical challenges.
3036,Backend Developer Intern,Paytm,"Java, Python, Node.js, Express, SQL, MongoDB, REST APIs, DSA, OOP, Git",Chennai,Internet,96458,5 months,Bachelor of Engineering,AI Research Intern: Build scalable products and solve complex technical challenges.
3037,Vue.js Developer Intern,Apple,"Vue.js, JavaScript, Vuex, HTML5, SCSS, DSA",Pune,E-Commerce,37841,1 year,Any Postgraduate,EdTech Product Manager Intern: Drive initiatives and contribute to roadmap decisions.
3038,Academic Research PM Intern,Ola,"Education Research, Data Analysis, Paper Writing",Vizag,SaaS,67268,5 months,PhD,QA Engineer Intern: Work on live projects and impact thousands of users.
3039,Government PM Intern,Toppr,"Deep Learning, Numpy, Kotlin, Java, JIRA, Ruby, DSA",Chandigarh,FinTech,27963,12 weeks,M.Tech,Data Engineer Intern: Participate in user research and help define next-gen features.
3040,Junior PM Intern,Infosys,"Scrum, React, Numpy, Java, API Integration, DSA",Lucknow,Entertainment,93329,12 weeks,MCA,SEO/SEM Product Manager Intern: Gain experience working with AI and cutting-edge tech teams.
3041,Agile Product Manager Intern,Reliance,"Deep Learning, REST APIs, DevOps, DSA, C, Analytical Thinking, CI/CD",Mumbai,Education,23083,6 months,Any Postgraduate,Communication PM Intern: Gain experience working with AI and cutting-edge tech teams.
3042,Healthcare PM Intern,HCL,"DSA, Integration Testing, Python, DSA, Ruby",Chennai,Healthcare,76551,5 months,Any Graduate,Technical Product Manager Intern: Assist in designing delightful user journeys for education and tech.
3043,Marketplace Product Intern,Zerodha,"Agile, MySQL, DSA, DSA, Python",Lucknow,Healthcare,92442,2 months,Diploma,E-Commerce PM Intern: Present findings to senior stakeholders and PM leadership.
3044,ML Intern,Ola,"Python, Scikit-learn, TensorFlow, Pandas, Numpy, ML Algorithms, DSA, Git",Coimbatore,Entertainment,97373,12 weeks,BA,IoT Product Manager Intern: Build scalable products and solve complex technical challenges.
3045,Data Science PM Intern,L&T,"Time Management, C, TypeScript, Azure, PostgreSQL, DSA",Bhopal,Entertainment,73776,3 months,Integrated MSc,Consumer Product Manager Intern: Build scalable products and solve complex technical challenges.
3046,Frontend Developer Intern,Siemens,"HTML, CSS, JavaScript, React, Redux, Responsive Design, DSA, Git",Gurugram,Media,24270,3 months,BCA,Assessment Platform PM Intern: Gain experience working with AI and cutting-edge tech teams.
3047,Sustainability Product Manager Intern,Google,"CSS, DSA, C++, Git, Testing, Redis, Unit Testing, Kubernetes",Nagpur,EdTech,39324,8 months,BBA,"Full Stack Developer Intern: Immerse in a collaborative, diverse and learning environment."
3048,Project Coordinator (PM),Bharti Airtel,"Node.js, Time Management, Java, C++, DSA",Mysore,Media,86065,4 months,B. Tech,Blockchain Developer Intern: Participate in user research and help define next-gen features.
3049,Data Product Manager Intern,Cognizant,"Problem Solving, Numerical Methods, DSA, Express, MATLAB, Java, Leadership",Gurugram,Internet,39919,1 year,M.Tech,EdTech Content Intern: Drive initiatives and contribute to roadmap decisions.
3050,EdTech Content Intern,Twitter,"Content Creation, Video Recording, Curriculum Design, Communication",Gurugram,Internet,84761,8 months,BA,Customer Insights PM Intern: Build scalable products and solve complex technical challenges.
3051,DevOps Intern,Siemens,"AWS, Docker, Kubernetes, CI/CD, Jenkins, Bash, Linux, Python",Nagpur,EdTech,50236,3 months,Any Graduate,"Customer Insights PM Intern: Run analytics, evaluate KPIs, and make data-driven decisions."
